Date,Min_Price,Max_Price,Average_Price
2018-06-01,78000.0,82000.0,80000.0
2018-06-04,78000.0,82000.0,80000.0
2018-06-05,78000.0,82000.0,80000.0
2018-06-06,78000.0,82000.0,80000.0
2018-06-07,78000.0,82000.0,80000.0
2018-06-08,78000.0,82000.0,80000.0
2018-06-11,78000.0,82000.0,80000.0
2018-06-12,78000.0,82000.0,80000.0
2018-06-13,78000.0,82000.0,80000.0
2018-06-14,78000.0,82000.0,80000.0
