Date,Min_Price,Max_Price,Average_Price
2018-06-01,230000.0,230000.0,230000.0
2018-06-04,230000.0,230000.0,230000.0
2018-06-05,230000.0,230000.0,230000.0
2018-06-06,230000.0,230000.0,230000.0
