Date,Min_Price,Max_Price,Average_Price
2018-06-01,225000.0,225000.0,225000.0
2018-06-04,225000.0,225000.0,225000.0
2018-06-05,225000.0,225000.0,225000.0
2018-06-06,225000.0,225000.0,225000.0
