Date,Min_Price,Max_Price,Average_Price
2018-06-01,28.0,33.0,30.5
2018-06-04,28.0,33.0,30.5
2018-06-05,28.0,33.0,30.5
2018-06-06,28.0,33.0,30.5
2018-06-07,28.0,33.0,30.5
2018-06-08,28.0,33.0,30.5
2018-06-11,28.0,33.0,30.5
2018-06-12,28.0,33.0,30.5
2018-06-13,28.0,33.0,30.5
2018-06-14,28.0,33.0,30.5
2018-06-15,28.0,33.0,30.5
2018-06-18,28.0,33.0,30.5
