Date,Min_Price,Max_Price,Average_Price
2018-06-01,91.0,92.0,91.5
2018-06-04,91.0,92.0,91.5
2018-06-05,91.0,92.0,91.5
2018-06-06,91.0,92.0,91.5
2018-06-07,91.0,92.0,91.5
2018-06-08,91.0,92.0,91.5
2018-06-11,91.0,92.0,91.5
2018-06-12,91.0,92.0,91.5
2018-06-13,91.0,92.0,91.5
2018-06-14,91.0,92.0,91.5
2018-06-15,91.0,92.0,91.5
2018-06-18,91.0,92.0,91.5
2018-06-19,91.0,92.0,91.5
2018-06-20,91.0,92.0,91.5
2018-06-21,91.0,92.0,91.5
