Date,Min_Price,Max_Price,Average_Price
2018-06-01,1600.0,1700.0,1650.0
2018-06-04,1600.0,1700.0,1650.0
2018-06-05,1600.0,1700.0,1650.0
2018-06-06,1600.0,1700.0,1650.0
2018-06-07,1600.0,1700.0,1650.0
2018-06-08,1200.0,1300.0,1250.0
2018-06-08,1200.0,1300.0,1250.0
2018-06-11,1200.0,1300.0,1250.0
2018-06-11,1200.0,1300.0,1250.0
2018-06-12,1200.0,1300.0,1250.0
2018-06-12,1200.0,1300.0,1250.0
2018-06-13,1200.0,1300.0,1250.0
