Date,Min_Price,Max_Price,Average_Price
2018-06-01,1500.0,1600.0,1550.0
2018-06-04,1500.0,1600.0,1550.0
2018-06-05,1500.0,1600.0,1550.0
2018-06-06,1500.0,1600.0,1550.0
2018-06-07,1500.0,1600.0,1550.0
2018-06-08,1300.0,1400.0,1350.0
2018-06-08,1300.0,1400.0,1350.0
2018-06-11,1300.0,1400.0,1350.0
2018-06-11,1300.0,1400.0,1350.0
2018-06-12,1300.0,1400.0,1350.0
2018-06-12,1300.0,1400.0,1350.0
2018-06-13,1300.0,1400.0,1350.0
